"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CEP170P1",0.978624221573273,0.376927609481356,2.03948654768642,0.184814952522703,0.853374179476253,NA
"CEP19",275.018166110382,-0.183763887546671,0.117685141747397,-1.56148758303838,0.118408751321932,0.215687702458785
"CEP192",1131.5449716375,-0.164511996204201,0.0717179402932099,-2.29387508246352,0.0217976750680844,0.0542578946435413
"CEP250",1731.94940232668,-0.0364758223473707,0.060297904082495,-0.604926869389479,0.545227589009158,0.676615715753597
"CEP290",1963.593619476,0.070931758406989,0.0775221527914912,0.914986953442481,0.360198479289738,0.503193548208147
"CEP350",2170.09986655657,0.0654396428767314,0.0650190267720104,1.0064691233567,0.314189957228753,0.453984338905943
"CEP41",732.761185549512,-0.257760065279888,0.0805568206532821,-3.19972987004156,0.00137556445996561,0.00508367544197699
"CEP44",1004.20572824895,0.575114778327947,0.0731591692372874,7.86114419181821,3.80640306340673e-15,1.52770501328622e-13
"CEP55",1876.07059999557,-0.0599393269316042,0.0664515373938328,-0.902000604987764,0.367056546358032,0.51067785408044
"CEP57",2016.33148355799,-0.163260606789333,0.0612323466142831,-2.66624775656158,0.00767031425717805,0.0224985784505303
"CEP57L1",631.210381091743,0.383311011422755,0.0968978756709098,3.95582471513182,7.62710712452247e-05,0.000392900646102411
"CEP63",837.314656466269,0.197657550436756,0.0729612013411327,2.70907752070311,0.00674705731643849,0.0202003631349015
"CEP68",920.082647661809,-0.0326113085321803,0.0689704640672212,-0.472830058101336,0.636334427530822,0.751266469623878
"CEP70",778.424971229504,0.296829801628524,0.0833280457996966,3.56218364153218,0.000367782966309284,0.00159865214333745
"CEP72",671.053668443924,-0.0321157737489219,0.0790236104147523,-0.406407320297865,0.684443341902947,0.788302026010564
"CEP76",391.723994577885,-0.0939967091187847,0.101356612112835,-0.92738605957096,0.353726125964759,0.496956761643962
"CEP78",979.238220280373,-0.098987388145593,0.0794580800904245,-1.24578127275343,0.212844706650382,0.340031127934864
"CEP85",2552.9068027709,-0.218160969814975,0.0505714872994072,-4.31391247252347,1.60390468060211e-05,9.81265279312192e-05
"CEP85L",788.856477694363,0.115373377903747,0.0950332700950159,1.21403144170873,0.224735717911325,0.353768714665268
"CEP89",233.211867679921,0.0296524072424987,0.120735179296243,0.24559873448104,0.805992868973222,0.875070859200748
"CEP95",1907.17661179481,0.07119418827023,0.0621018136984428,1.14641077337835,0.251625227099924,0.384771945216601
"CEP97",1072.61886365972,0.15594581031613,0.0743536318010631,2.09735296768517,0.0359623412382974,0.0825116485104458
"CEPT1",1213.12285720182,0.241097838656652,0.0660729694949726,3.64896326742205,0.000263300745108023,0.00118878321485339
"CER1",0.271190608352987,-0.0410900083177278,3.3498137536771,-0.0122663560840131,0.990213109292162,NA
"CERCAM",744.301543152364,-0.0300037038000231,0.0850541400411408,-0.352760063008224,0.724268326449747,0.817291791918024
"CERK",2190.93887232119,-0.592596697184913,0.0560961578168541,-10.5639444883134,4.37866691929234e-26,6.74769095534343e-24
"CERKL",18.4449577469974,0.536000211006001,0.405067440979168,1.32323696446777,0.18575658692442,0.30680827577456
"CERS1",162.605420401462,-0.167075232826742,0.148055578252911,-1.12846293802818,0.259124460515213,0.393395589903711
